ID,Lat,Lon,DetCov1,Elevation,Depth,Length,Width,Area,,,Wetland Type,Other,Beaver Influenced,NOTES
NoNameCL,37.081462,-121.533535,,262,3.00,104.00,,729.60,Pond,Permanent,Artificial,2009,N/A,
NoNameCL,37.081462,-121.533535,,262,1.50,95.00,,803.80,Pond,Permanent,Artificial,2009,N/A,
NewtonCL,37.079062,-121.538384,,243,1.50,82.00,,479.00,Pond,Semi-permanent,Artificial,2009,N/A,
NewtonCL,37.079062,-121.538384,,243,2.00,81.00,,488.00,Pond,Semi-permanent,Artificial,2009,N/A,
HouseCL,37.110613,-121.56893,,244,0.00,199.00,,2528.10,Pond,Permanent,Artificial,2009,N/A,
HouseCL,37.110613,-121.56893,,244,0.50,146.00,,1425.00,Pond,Permanent,Artificial,2009,N/A,
HYFLDCL,37.104009,-121.573902,,134,1.00,103.00,,239.80,Pond,Permanent,Natural,2009,N/A,
HYFLDCL,37.104009,-121.573902,,134,1.00,89.00,,119.90,Pond,Permanent,Natural,2009,N/A,
MRCRN,37.636935,-121.574534,,227,3.00,113.00,,816.70,Pond,Temporary,Artificial,2010,N/A,
RVCRLCRN,37.630778,-121.579061,,252,1.00,83.00,,479.80,Pond,Temporary,Artificial,2010,N/A,
TRCNG,37.622443,-121.58611,,581,,71.00,,336.70,Pond,Temporary,Artificial,2010,N/A,
RFGTCRN,37.60932,-121.58992,,638,,134.00,,1364.90,Pond,Temporary,Artificial,2010,N/A,
HDNCRN,37.617439,-121.590578,,591,3.00,216.00,,1627.90,Pond,Permanent,Artificial,2010,N/A,
OPCRN,37.620772,-121.594124,,593,1.50,74.00,,347.40,Pond,Temporary,Artificial,2010,N/A,
RBALP,37.152439,-121.596634,,189,3.00,251.00,,3202.80,Pond,Permanent,Artificial,2009,N/A,
LKFCRN,37.629135,-121.597107,,553,2.00,75.00,,397.80,Pond,Temporary,Artificial,2010,N/A,
LGCRN,37.625248,-121.599832,,574,2.50,141.00,,1695.10,Pond,Temporary,Artificial,2010,N/A,
SMCRN,37.624919,-121.600509,,565,2.25,90.00,,589.20,Pond,Temporary,Artificial,2010,N/A,
CA-ROSEN,37.16203,-121.620861,,228,0.50,445.00,,6860.70,Pond,Temporary,Artificial,2009,N/A,
CA-ROSEN,37.16203,-121.620861,,228,0.08,150.00,,898.60,Pond,Temporary,Artificial,2009,N/A,
CA-ROSEN,37.16203,-121.620861,,228,,,,13267.00,Pond,Temporary,Artificial,2010,N/A,
CA-ROSEN,37.16203,-121.620861,,228,1.00,,,10.75,Pond,Temporary,Artificial,2010,N/A,
CA-ROSEN,37.16203,-121.620861,,228,2.00,550.00,,16696.00,Pond,Temporary,Artificial,2011,N/A,
CA-ROSEN,37.16203,-121.620861,,228,2.00,594.00,,14625.00,Pond,Temporary,Artificial,2011,N/A,
SlimeALP,37.162544,-121.629277,,152,3.00,127.00,,821.70,Pond,Permanent,Artificial,2009,N/A,
SlimeALP,37.162544,-121.629277,,152,1.00,135.00,,689.60,Pond,Permanent,Artificial,2009,N/A,
Ca-SF79,37.28775,-121.63964,,808,,75.00,,381.90,Pond,Semi-permanent,Artificial,2013,N/A,
Ca-SF79,37.28775,-121.63964,,808,,60.00,,258.00,Pond,Semi-permanent,Artificial,2013,N/A,
CA-MANZA,37.311793,-121.657324,,820,3.00,208.00,,2308.80,Pond,Permanent,Artificial,2009,N/A,
CA-MANZA,37.311793,-121.657324,,820,2.00,176.00,,1695.00,Pond,Permanent,Artificial,2009,N/A,
CA-MANZA,37.311793,-121.657324,,820,1.00,,,379.50,Pond,Permanent,Artificial,2010,N/A,
CA-MANZA,37.311793,-121.657324,,820,1.00,,,3157.00,Pond,Permanent,Artificial,2010,N/A,
CA-MANZA,37.311793,-121.657324,,820,2.00,,,2125.30,Pond,Permanent,Artificial,2010,N/A,
CA-MANZA,37.311793,-121.657324,,820,2.00,420.00,,3350.90,Pond,Permanent,Artificial,2011,N/A,
CA-MANZA,37.311793,-121.657324,,820,2.00,155.00,,1493.60,Pond,Permanent,Artificial,2011,N/A,
CA-MANZA,37.311793,-121.657324,,820,3.00,154.00,,1450.40,Pond,Permanent,Artificial,2012,N/A,
CA-MANZA,37.311793,-121.657324,,820,3.00,106.00,,585.46,Pond,Permanent,Artificial,2012,N/A,
CA-MANZA,37.311793,-121.657324,,820,,186.00,,499.50,Pond,Permanent,Artificial,2013,N/A,
CA-MANZA,37.311793,-121.657324,,820,,121.00,,774.60,Pond,Permanent,Artificial,2013,N/A,
SF42,37.30588,-121.6622,,747,,,,,Pond,Temporary,Artificial,2013,N/A,
Ca-SF101,37.27991,-121.66389,,483,2.50,124.00,,1089.50,Pond,Permanent,Artificial,2013,N/A,
Ca-SF101,37.27991,-121.66389,,483,1.40,107.00,,474.90,Pond,Permanent,Artificial,2013,N/A,
DVPND022,37.595662,-121.666743,,302,2.00,132.00,,884.30,Pond,Semi-permanent,Artificial,2010,N/A,
ca-SF85a,37.291472,-121.66737,,533,1.00,39.00,,141.60,Pond,Temporary,Artificial,2013,N/A,
ca-SF85a,37.291472,-121.66737,,533,,,,,Pond,Temporary,Artificial,2013,N/A,
ca-SF85a,37.291472,-121.66737,,533,,,,,Pond,Temporary,Artificial,2013,N/A,
KIDNGCP,37.319032,-121.669931,,696,0.50,64.00,,163.90,Pond,Temporary,Artificial,2010,N/A,
KIDNGCP,37.319032,-121.669931,,696,0.25,93.00,,154.00,Pond,Temporary,Artificial,2010,N/A,
SF40,37.29903,-121.67149,,588,,,,,Pond,Temporary,Artificial,2013,N/A,
SF41,37.3015,-121.67259,,583,0.50,64.00,,318.77,Pond,Temporary,Artificial,2013,N/A,
SF41,37.3015,-121.67259,,583,,,,,Pond,Temporary,Artificial,2013,N/A,
GLORGCP,37.32029,-121.67296,,679,1.50,96.00,,676.50,Pond,Permanent,Artificial,2010,N/A,
GLORGCP,37.32029,-121.67296,,679,2.00,78.00,,492.60,Pond,Permanent,Artificial,2013,N/A,
GLORGCP,37.32029,-121.67296,,679,,51.00,,207.00,Pond,Permanent,Artificial,2013,N/A,
SF37,37.2876,-121.67305,,485,1.50,111.00,,651.80,Pond,Permanent,Artificial,2013,N/A,
CA-PIG,37.306275,-121.674618,,630,2.00,326.00,,4402.00,Pond,Permanent,Artificial,2009,N/A,
CA-PIG,37.306275,-121.674618,,630,1.00,225.00,,3054.20,Pond,Permanent,Artificial,2009,N/A,
CA-PIG,37.306275,-121.674618,,630,1.00,296.00,,3323.80,Pond,Permanent,Artificial,2009,N/A,
CA-PIG,37.306275,-121.674618,,630,,,,4624.00,Pond,Permanent,Artificial,2010,N/A,
CA-PIG,37.306275,-121.674618,,630,1.50,,,3647.20,Pond,Permanent,Artificial,2010,N/A,
CA-PIG,37.306275,-121.674618,,630,2.00,309.00,,5081.80,Pond,Permanent,Artificial,2011,N/A,
CA-PIG,37.306275,-121.674618,,630,2.00,289.00,,4036.90,Pond,Permanent,Artificial,2011,N/A,
CA-PIG,37.306275,-121.674618,,630,0.75,204.00,,1981.50,Pond,Permanent,Artificial,2012,N/A,
CA-PIG,37.306275,-121.674618,,630,1.00,17.00,,17.64,Pond,Permanent,Artificial,2012,N/A,
CA-PIG,37.306275,-121.674618,,630,25.00,238.00,,3062.89,Pond,Permanent,Artificial,2013,N/A,
CA-PIG,37.306275,-121.674618,,630,12.00,106.00,,84.61,Pond,Permanent,Artificial,2013,N/A,
EagleGCP,37.30824,-121.67817,,634,2.90,374.00,,6990.40,Pond,Permanent,Artificial,2009,N/A,
EagleGCP,37.30824,-121.67817,,634,2.00,285.00,,4440.00,Pond,Permanent,Artificial,2013,N/A,
EagleGCP,37.30824,-121.67817,,634,0.90,264.00,,2682.20,Pond,Permanent,Artificial,2013,N/A,
DVPND001,37.584037,-121.681211,,245,,144.00,,1276.10,Pond,Semi-permanent,Artificial,2010,N/A,
MUDGCP,37.327867,-121.682186,,695,,51.00,,228.70,Pond,Semi-permanent,Artificial,2010,N/A,
DVPND004,37.586818,-121.682878,,246,2.50,129.00,,949.50,Pond,Semi-permanent,Artificial,2010,N/A,
DVPND002,37.583451,-121.684008,,230,3.00,127.00,,789.80,Pond,Permanent,Artificial,2010,N/A,
DVPND002,37.583451,-121.684008,,230,1.50,127.00,,1140.10,Pond,Permanent,Artificial,2010,N/A,
SFDAM,37.28852,-121.68514,,357,4.20,419.00,,9833.30,Lake,Permanent,Artificial,2013,N/A,
NTalkGCP,37.314528,-121.685424,,590,1.50,88.00,,584.40,Pond,Permanent,Artificial,2009,N/A,
NTalkGCP,37.314528,-121.685424,,590,1.00,94.00,,594.90,Pond,Permanent,Artificial,2009,N/A,
NTalkGCP,37.314528,-121.685424,,590,2.00,89.00,,588.90,Pond,Permanent,Artificial,2011,N/A,
NTalkGCP,37.314528,-121.685424,,590,1.00,78.00,,485.40,Pond,Permanent,Artificial,2011,N/A,
NTalkGCP,37.314528,-121.685424,,590,1.00,,,199.25,Pond,Permanent,Artificial,2012,N/A,
NTalkGCP,37.314528,-121.685424,,590,0.00,0.00,,0.00,Pond,Permanent,Artificial,2012,N/A,
NTalkGCP,37.314528,-121.685424,,590,1.00,77.00,,395.50,Pond,Permanent,Artificial,2013,N/A,
NTalkGCP,37.314528,-121.685424,,590,0.50,57.00,,222.90,Pond,Permanent,Artificial,2013,N/A,
DVPND003,37.584052,-121.68586,,225,3.00,204.00,,1545.10,Pond,Permanent,Artificial,2010,N/A,
DVPND003,37.584052,-121.68586,,225,2.00,286.00,,658.80,Pond,Permanent,Artificial,2010,N/A,
OHPND012,37.52559605,-121.6868776,,1051,1.00,61.00,,258.90,Pond,Temporary,Artificial,2009,N/A,
NorthGCP,37.34675,-121.68752,,811,2.00,93.00,,559.20,Pond,Permanent,Artificial,2009,N/A,
NorthGCP,37.34675,-121.68752,,811,1.00,75.00,,359.20,Pond,Permanent,Artificial,2009,N/A,
NorthGCP,37.34675,-121.68752,,811,2.00,86.00,,599.80,Pond,Permanent,Artificial,2011,N/A,
NorthGCP,37.34675,-121.68752,,811,1.50,80.00,,448.50,Pond,Permanent,Artificial,2011,N/A,
NorthGCP,37.34675,-121.68752,,811,1.00,75.00,,210.72,Pond,Permanent,Artificial,2012,N/A,
C1LV,37.85948702,-121.6888531,,96,3.00,93.00,,458.80,Pond,Permanent,Artificial,2009,N/A,
YBBA,37.336132,-121.689881,,684,3.50,124.00,,887.40,Pond,Permanent,Artificial,2010,N/A,
YBBA,37.336132,-121.689881,,684,1.50,117.00,,766.40,Pond,Permanent,Artificial,2010,N/A,
YBBA,37.336132,-121.689881,,684,2.00,115.00,,885.70,Pond,Permanent,Artificial,2011,N/A,
YBBA,37.336132,-121.689881,,684,2.00,99.00,,554.60,Pond,Permanent,Artificial,2011,N/A,
YBBA,37.336132,-121.689881,,684,3.00,140.00,,859.58,Pond,Permanent,Artificial,2012,N/A,
YBBA,37.336132,-121.689881,,684,2.00,107.00,,812.52,Pond,Permanent,Artificial,2012,N/A,
YBBA,37.336132,-121.689881,,684,,106.00,,543.78,Pond,Permanent,Artificial,2013,N/A,
YBBA,37.336132,-121.689881,,684,,94.00,,638.20,Pond,Permanent,Artificial,2013,N/A,
DVPND?,37.59233,-121.69008,,291,1.50,87.00,,151.40,Pond,Permanent,Artificial,2010,N/A,
D1LV,37.84847887,-121.6901278,,70,2.50,77.00,,356.60,Pond,Permanent,Artificial,2009,N/A,
DVPND011,37.593575,-121.690249,,301,2.00,252.00,,1483.49,Pond,Permanent,Artificial,2010,N/A,
DVPND013,37.595262,-121.690284,,315,0.15,58.00,,170.33,Pond,Temporary,Artificial,2010,N/A,
RLSNKGCP,37.315144,-121.690974,,479,2.00,226.00,,1778.90,Pond,Permanent,Artificial,2009,N/A,
RLSNKGCP,37.315144,-121.690974,,479,1.00,138.00,,1142.30,Pond,Permanent,Artificial,2009,N/A,
RLSNKGCP,37.315144,-121.690974,,479,2.00,186.00,,2150.00,Pond,Permanent,Artificial,2011,N/A,
RLSNKGCP,37.315144,-121.690974,,479,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
RLSNKGCP,37.315144,-121.690974,,479,1.00,105.00,,530.96,Pond,Permanent,Artificial,2012,N/A,
RLSNKGCP,37.315144,-121.690974,,479,1.00,65.00,,289.36,Pond,Permanent,Artificial,2012,N/A,
RLSNKGCP,37.315144,-121.690974,,479,1.00,59.00,,211.43,Pond,Permanent,Artificial,2013,N/A,
RLSNKGCP,37.315144,-121.690974,,479,0.00,0.00,,0.00,Pond,Permanent,Artificial,2013,N/A,
E4LV,37.83161,-121.69132,,82,5.00,134.00,,1225.70,Pond,Permanent,Artificial,2009,N/A,
E1LV,37.83764904,-121.6944787,,65,1.00,67.00,,304.50,Pond,Permanent,Artificial,2009,N/A,
ShptlGCP,37.309913,-121.694968,,677,2.00,98.00,,585.50,Pond,Permanent,Artificial,2009,N/A,
MHDLV,37.59392,-121.69511,,300,0.25,36.00,,111.30,Pond,Temporary,Artificial,2010,N/A,
SF34,37.30361,-121.69577,,504,,,,,Pond,Temporary,Artificial,2013,N/A,
E3LV,37.83302,-121.69619,,97,1.00,92.00,,544.10,Pond,Permanent,Artificial,2009,N/A,
E3LV,37.83302,-121.69619,,97,1.00,65.00,,260.40,Pond,Permanent,Artificial,2009,N/A,
OHPND008,37.526031,-121.696655,,1031,1.50,180.00,,1503.80,Pond,Temporary,Artificial,2010,N/A,
OHPND008,37.526031,-121.696655,,1031,1.50,145.00,,976.30,Pond,Temporary,Artificial,2010,N/A,
POGCP,37.304498,-121.697576,,502,1.00,,,275.12,Pond,Temporary,Artificial,2010,N/A,
POGCP,37.304498,-121.697576,,502,0.00,96.00,,45.70,Pond,Temporary,Artificial,2010,N/A,
SF26,37.27889,-121.69814,,618,0.33,136.00,,1011.60,Pond,Permanent,Artificial,2013,N/A,
DRVL,37.359786,-121.698716,,735,1.50,215.00,,2623.80,Pond,Semi-permanent,Natural,2010,N/A,
DRVL,37.359786,-121.698716,,735,0.50,211.00,,2268.20,Pond,Semi-permanent,Natural,2010,N/A,
DRVL,37.359786,-121.698716,,735,2.00,217.00,,2972.20,Pond,Semi-permanent,Natural,2011,N/A,
DRVL,37.359786,-121.698716,,735,0.50,195.00,,1821.90,Pond,Semi-permanent,Natural,2011,N/A,
OHPND007,37.526436,-121.6998,,1052,2.00,50.00,,161.10,Pond,Temporary,Artificial,2010,N/A,
OHPND007,37.526436,-121.6998,,1052,1.75,58.00,,204.80,Pond,Temporary,Artificial,2010,N/A,
Ca-SF25,37.27568,-121.70003,,643,1.00,105.00,,717.21,Pond,Temporary,Artificial,2013,N/A,
Ca-SF25,37.27568,-121.70003,,643,1.00,79.00,,434.40,Pond,Temporary,Artificial,2013,N/A,
OHPND010,37.5267397,-121.7012867,,1052,2.00,62.00,,206.50,Pond,Permanent,Artificial,2009,N/A,
OHPND010,37.5267397,-121.7012867,,1052,1.50,63.00,,156.40,Pond,Permanent,Artificial,2009,N/A,
OHPND010,37.5267397,-121.7012867,,1052,2.00,,,461.20,Pond,Permanent,Artificial,2010,N/A,
OHPND010,37.5267397,-121.7012867,,1052,2.00,,,205.30,Pond,Permanent,Artificial,2010,N/A,
OHPND010,37.5267397,-121.7012867,,1052,2.00,63.00,,269.20,Pond,Permanent,Artificial,2011,N/A,
OHPND010,37.5267397,-121.7012867,,1052,2.00,52.00,,138.50,Pond,Permanent,Artificial,2011,N/A,
DVPND021,37.593493,-121.701365,,275,2.50,174.00,,1016.79,Pond,Semi-permanent,Artificial,2010,N/A,
OHPND021,37.514543,-121.70156,,1131,3.00,208.00,,2251.20,Pond,Permanent,Artificial,2010,N/A,
OHPND021,37.514543,-121.70156,,1131,2.00,145.00,,790.90,Pond,Permanent,Artificial,2010,N/A,
OHPND021,37.514543,-121.70156,,1131,,165.00,,1529.70,Pond,Permanent,Artificial,2011,N/A,
OHPND021,37.514543,-121.70156,,1131,2.00,112.00,,844.10,Pond,Permanent,Artificial,2011,N/A,
BASSGCP,37.332997,-121.702136,,526,3.00,,,3625.50,Pond,Permanent,Artificial,2010,N/A,
BASSGCP,37.332997,-121.702136,,526,3.00,266.00,,3386.90,Pond,Permanent,Artificial,2013,N/A,
TOADGCP,37.331715,-121.702629,,528,0.70,,,473.17,Pond,Temporary,Natural,2010,N/A,
TOADGCP,37.331715,-121.702629,,528,0.10,42.00,,65.50,Pond,Temporary,Natural,2010,N/A,
SF27,37.2894,-121.7029,,602,,63.00,,344.60,Pond,Permanent,Artificial,2013,N/A,
SF30,37.29448,-121.70306,,586,,,,,Pond,Semi-permanent,Artificial,2013,N/A,
D10LV,37.84149472,-121.7032072,,80,2.00,67.00,,304.50,Pond,Temporary,Artificial,2009,N/A,
D2LV,37.84377,-121.70338,,71,1.50,145.00,,1190.30,Pond,Permanent,Artificial,2009,N/A,
DVPND008,37.597922,-121.703851,,299,3.00,116.00,,668.80,Pond,Semi-permanent,Artificial,2010,N/A,
DVPND006,37.593758,-121.704266,,285,0.50,38.00,,70.20,Pond,Temporary,Artificial,2010,N/A,
NDFGCP,37.3042667,-121.7043,,560,0.50,43.00,,140.40,Pond,Temporary,Artificial,2009,N/A,
CORALGCP,37.320172,-121.705556,,441,0.25,59.00,,147.00,Pond,Temporary,Artificial,2010,N/A,
CA-SF19,37.29215,-121.70628,,650,1.50,75.00,,387.70,Pond,Temporary,Artificial,2013,N/A,
CA-SF19,37.29215,-121.70628,,650,0.75,58.00,,248.00,Pond,Temporary,Artificial,2013,N/A,
DVPND017,37.593534,-121.706862,,259,2.00,158.00,,900.50,Pond,Semi-permanent,Artificial,2010,N/A,
Ca-SF31,37.30011,-121.7074,,598,,49.00,,76.44,Pond,Temporary,Artificial,2013,N/A,
SF31,37.30011,-121.7074,,598,1.00,202.70,,72.00,Pond,Temporary,Artificial,2013,N/A,
OHPND020,37.516092,-121.707499,,1073,3.00,,,1055.22,Pond,Permanent,Artificial,2010,N/A,
OHPND006,37.53769569,-121.7079058,,1012,1.00,158.00,,1455.00,Pond,Permanent,Artificial,2009,N/A,
OHPND014,37.531007,-121.708685,,948,3.00,,,1470.75,Pond,Permanent,Artificial,2010,N/A,
OHPND016,37.5182111,-121.7097634,,1049,1.00,90.00,,548.00,Pond,Permanent,Artificial,2009,N/A,
OHPND013,37.545888,-121.7097842,,886,1.00,49.00,,152.80,Pond,Temporary,Artificial,2009,N/A,
F5LV,37.80452,-121.71156,,249,3.00,88.00,,512.60,Pond,Permanent,Artificial,2009,N/A,
F5LV,37.80452,-121.71156,,249,1.00,81.00,,446.10,Pond,Permanent,Artificial,2009,N/A,
CA-MCCRY,37.34184,-121.71176,,504,,408.00,,8606.60,Lake,Permanent,Artificial,2013,N/A,
CA-MCCRY,37.34184,-121.71176,,504,,371.00,,7428.20,Lake,Permanent,Artificial,2013,N/A,
OHPND019,37.5174223,-121.7142543,,990,6.00,62.00,,202.10,Pond,Temporary,Artificial,2009,N/A,
OHPND019,37.5174223,-121.7142543,,990,1.00,35.00,,99.30,Pond,Temporary,Artificial,2009,N/A,
CA-OH017,37.5199134,-121.7148359,,1001,1.50,59.00,,249.20,Pond,Permanent,Artificial,2009,N/A,
CA-OH017,37.5199134,-121.7148359,,1001,1.00,57.00,,219.10,Pond,Permanent,Artificial,2009,N/A,
CA-OH017,37.5199134,-121.7148359,,1001,1.50,,,276.50,Pond,Permanent,Artificial,2010,N/A,
DFlatGCP,37.30856,-121.715817,,579,2.00,187.00,,1279.80,Pond,Permanent,Artificial,2009,N/A,
F6LV,37.80153,-121.71608,,205,4.00,156.00,,1495.80,Pond,Permanent,Artificial,2009,N/A,
F6LV,37.80153,-121.71608,,205,1.00,159.00,,1183.80,Pond,Permanent,Artificial,2009,N/A,
NoahBOR,37.379315,-121.716128,,774,1.50,58.00,,246.40,Pond,Permanent,Artificial,2010,N/A,
N5LV,37.84516239,-121.7163267,,72,3.00,185.00,,1992.80,Pond,Permanent,Artificial,2009,N/A,
CA-GLAKE,37.34445,-121.71701,,483,,,,,Lake,Permanent,Artificial,2013,N/A,
CA-GLAKE,37.34445,-121.71701,,483,,,,,Lake,Permanent,Artificial,2013,N/A,
N4LV,37.84302702,-121.7205233,,79,1.00,200.00,,1947.00,Pond,Temporary,Artificial,2009,N/A,
F9LV,37.79961475,-121.7206592,,238,3.00,99.00,,600.80,Pond,Permanent,Artificial,2009,N/A,
BRUSHGCP,37.326442,-121.72066,,573,0.50,49.00,,151.10,Pond,Temporary,Artificial,2010,N/A,
G5LV,37.77731,-121.72082,,277,2.00,228.00,,2836.00,Pond,Permanent,Artificial,2009,N/A,
G5LV,37.77731,-121.72082,,277,1.00,226.00,,2260.70,Pond,Permanent,Artificial,2009,N/A,
OHPND003,37.5394616,-121.7225282,,876,2.00,121.00,,1018.10,Pond,Permanent,Artificial,2009,N/A,
OHPND003,37.5394616,-121.7225282,,876,1.00,109.00,,851.60,Pond,Permanent,Artificial,2009,N/A,
NSDVL,37.60839,-121.72435,,251,1.00,67.00,,236.80,Pond,Temporary,Artificial,2010,N/A,
G2LV,37.79126593,-121.7245283,,288,5.00,136.00,,8821.20,Pond,Temporary,Artificial,2009,N/A,
RonJrGCP,37.349008,-121.725659,,515,1.00,453.00,,8038.50,Pond,Temporary,Artificial,2009,N/A,
RonJrGCP,37.349008,-121.725659,,515,,359.00,,6257.00,Pond,Temporary,Artificial,2013,N/A,
RonJrGCP,37.349008,-121.725659,,515,0.10,146.00,,1120.40,Pond,Temporary,Artificial,2013,N/A,
WASHGCP,37.368906,-121.72579,,619,2.00,56.00,,286.30,Pond,Permanent,Artificial,2010,N/A,
WASHGCP,37.368906,-121.72579,,619,0.75,61.00,,221.50,Pond,Permanent,Artificial,2010,N/A,
WASHGCP,37.368906,-121.72579,,619,1.00,57.00,,155.20,Pond,Permanent,Artificial,2011,N/A,
WASHGCP,37.368906,-121.72579,,619,0.25,45.00,,184.00,Pond,Permanent,Artificial,2011,N/A,
SBOR,37.368744,-121.726129,,582,1.00,54.00,,198.30,Pond,Temporary,Artificial,2010,N/A,
SBOR,37.368744,-121.726129,,582,,3.50,,1.00,Pond,Temporary,Artificial,2012,N/A,
TurbGCP,37.33195,-121.726567,,801,0.50,81.00,,153.50,Pond,Temporary,Artificial,2009,N/A,
WDMLGCP,37.366626,-121.72693,,599,0.66,54.00,,88.70,Pond,Permanent,Artificial,2010,N/A,
WDMLGCP,37.366626,-121.72693,,599,0.75,37.00,,79.80,Pond,Permanent,Artificial,2010,N/A,
WDMLGCP,37.366626,-121.72693,,599,1.00,49.00,,130.30,Pond,Permanent,Artificial,2011,N/A,
WDMLGCP,37.366626,-121.72693,,599,0.25,19.00,,13.20,Pond,Permanent,Artificial,2011,N/A,
GrampBOR,37.375156,-121.72784,,559,1.00,70.00,,322.10,Pond,Permanent,Artificial,2009,N/A,
GrampBOR,37.375156,-121.72784,,559,1.20,76.00,,442.30,Pond,Permanent,Artificial,2013,N/A,
UGTNC,37.414478,-121.728192,,881,2.00,68.00,,185.40,Pond,Permanent,Artificial,2010,N/A,
BOGCP,37.364346,-121.72864,,541,1.00,175.00,,1629.20,Pond,Semi-permanent,Artificial,2009,N/A,
BOGCP,37.364346,-121.72864,,541,1.00,55.00,,180.20,Pond,Semi-permanent,Artificial,2010,N/A,
BOGCP,37.364346,-121.72864,,541,0.50,61.00,,76.30,Pond,Semi-permanent,Artificial,2010,N/A,
G3LV,37.78215523,-121.729636,,259,1.50,145.00,,1115.40,Pond,Permanent,Artificial,2009,N/A,
G3LV,37.78215523,-121.729636,,259,1.00,128.00,,742.00,Pond,Permanent,Artificial,2009,N/A,
CHDVL,37.61831,-121.73015,,224,0.20,49.00,,157.50,Pond,Temporary,Artificial,2010,N/A,
CA-OH024,37.5130958,-121.7311203,,1057,2.00,71.00,,281.00,Pond,Permanent,Artificial,2009,N/A,
CA-OH024,37.5130958,-121.7311203,,1057,1.00,64.00,,236.00,Pond,Permanent,Artificial,2009,N/A,
CA-OH024,37.5130958,-121.7311203,,1057,0.00,,,,Pond,Permanent,Artificial,2010,N/A,
CA-OH024,37.5130958,-121.7311203,,1057,2.00,88.00,,446.60,Pond,Permanent,Artificial,2011,N/A,
CA-OH024,37.5130958,-121.7311203,,1057,2.00,59.00,,197.20,Pond,Permanent,Artificial,2011,N/A,
WDTNC,37.41371,-121.731124,,879,3.00,158.00,,1009.30,Pond,Permanent,Artificial,2010,N/A,
LLTNC,37.405498,-121.731179,,819,2.50,179.00,,1124.20,Pond,Permanent,Artificial,2010,N/A,
LLTNC,37.405498,-121.731179,,819,2.00,292.00,,1634.20,Pond,Permanent,Artificial,2010,N/A,
LLTNC,37.405498,-121.731179,,819,2.00,192.00,,1207.40,Pond,Permanent,Artificial,2011,N/A,
LLTNC,37.405498,-121.731179,,819,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
G7LV,37.77678365,-121.7313063,,239,7.00,131.00,,875.50,Pond,Permanent,Artificial,2009,N/A,
F8LV,37.80135,-121.73163,,173,3.00,176.00,,1771.20,Pond,Permanent,Artificial,2009,N/A,
CabinBOR,37.379497,-121.731727,,565,3.00,,,1629.20,Pond,Permanent,Artificial,2009,N/A,
CabinBOR,37.379497,-121.731727,,565,,153.00,,1750.70,Pond,Permanent,Artificial,2012,N/A,
CabinBOR,37.379497,-121.731727,,565,,165.00,,1624.14,Pond,Permanent,Artificial,2013,N/A,
MLDTNC,37.409424,-121.732119,,850,4.00,186.00,,1694.40,Pond,Permanent,Artificial,2010,N/A,
MLDTNC,37.409424,-121.732119,,850,4.00,189.00,,1818.80,Pond,Permanent,Artificial,2010,N/A,
MLDTNC,37.409424,-121.732119,,850,2.00,200.00,,1628.20,Pond,Permanent,Artificial,2011,N/A,
MLDTNC,37.409424,-121.732119,,850,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
KAMM,37.362636,-121.732345,,198,,198.00,,1584.50,Pond,Permanent,Artificial,2010,N/A,
KAMM,37.362636,-121.732345,,198,1.00,135.00,,928.30,Pond,Permanent,Artificial,2010,N/A,
KAMM,37.362636,-121.732345,,198,2.00,173.00,,1824.00,Pond,Permanent,Artificial,2011,N/A,
KAMM,37.362636,-121.732345,,198,2.00,166.00,,1811.90,Pond,Permanent,Artificial,2011,N/A,
TroutTNC,37.410922,-121.732587,,858,5.00,280.00,,2943.80,Pond,Permanent,Artificial,2010,N/A,
TroutTNC,37.410922,-121.732587,,858,5.00,266.00,,2637.30,Pond,Permanent,Artificial,2010,N/A,
UCTBOR,37.389738,-121.732882,,718,2.00,96.00,,610.80,Pond,Permanent,Artificial,2009,N/A,
UCTBOR,37.389738,-121.732882,,718,4.00,103.00,,823.80,Pond,Permanent,Artificial,2010,N/A,
UCTBOR,37.389738,-121.732882,,718,2.50,83.00,,523.30,Pond,Permanent,Artificial,2010,N/A,
UCTBOR,37.389738,-121.732882,,718,2.00,105.00,,659.30,Pond,Permanent,Artificial,2011,N/A,
UCTBOR,37.389738,-121.732882,,718,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
UCTBOR,37.389738,-121.732882,,718,,101.00,,739.80,Pond,Permanent,Artificial,2013,N/A,
ULTNC,37.407058,-121.733343,,832,5.00,365.00,,9168.90,Pond,Permanent,Artificial,2010,N/A,
ULTNC,37.407058,-121.733343,,832,5.00,584.00,,11911.00,Pond,Permanent,Artificial,2010,N/A,
RSBOR,37.395493,-121.734372,,750,5.00,226.00,,1782.20,Pond,Permanent,Artificial,2010,N/A,
RSBOR,37.395493,-121.734372,,750,4.00,232.00,,1814.60,Pond,Permanent,Artificial,2010,N/A,
RSBOR,37.395493,-121.734372,,750,2.00,218.00,,1740.90,Pond,Permanent,Artificial,2011,N/A,
RSBOR,37.395493,-121.734372,,750,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
