ID,Lat,Lon,DetCov1,Elevation,Depth,Length,Width,Area,,,Wetland Type,Other,Beaver Influenced,NOTES
PRTY02,37.604197,-121.901238,,345,2.00,212.00,,2635.70,Pond,Permanent,Artificial,2012,N/A,
PRTY02,37.604197,-121.901238,,345,2.00,189.00,,2340.80,Pond,Permanent,Artificial,2012,N/A,
PRTY02,37.604197,-121.901238,,345,4.00,199.00,,2438.90,Pond,Permanent,Artificial,2013,N/A,
PRTY02,37.604197,-121.901238,,345,,179.00,,1964.00,Pond,Permanent,Artificial,2013,N/A,
PRTY01,37.608427,-121.90598,,415,1.00,,,917.86,Pond,Temporary,Artificial,2010,N/A,
PRTY01,37.608427,-121.90598,,415,1.00,74.00,,273.80,Pond,Temporary,Artificial,2010,N/A,
PRTY01,37.608427,-121.90598,,415,2.00,111.00,,909.60,Pond,Temporary,Artificial,2011,N/A,
PRTY01,37.608427,-121.90598,,415,1.00,86.00,,564.70,Pond,Temporary,Artificial,2011,N/A,
PRTY01,37.608427,-121.90598,,415,1.00,97.00,,691.34,Pond,Temporary,Artificial,2012,N/A,
PRTY01,37.608427,-121.90598,,415,0.50,70.00,,362.17,Pond,Temporary,Artificial,2012,N/A,
PRTY01,37.608427,-121.90598,,415,0.50,57.00,,199.50,Pond,Temporary,Artificial,2013,N/A,
PRTY01,37.608427,-121.90598,,415,,,,,Pond,Temporary,Artificial,2013,N/A,
HMDSP,37.861978,-121.909334,,98,1.50,98.00,,611.10,Pond,Permanent,Natural,2010,N/A,
PRPND005,37.62967057,-121.9095985,,377,1.00,73.00,,285.70,Pond,Permanent,Artificial,2009,N/A,
PRPND005,37.62967057,-121.9095985,,377,1.75,88.00,,484.00,Pond,Permanent,Artificial,2010,N/A,
PRPND005,37.62967057,-121.9095985,,377,2.00,283.00,,1138.70,Pond,Permanent,Artificial,2010,N/A,
PRPND005,37.62967057,-121.9095985,,377,2.00,119.00,,473.00,Pond,Permanent,Artificial,2011,N/A,
PRPND005,37.62967057,-121.9095985,,377,2.00,163.00,,817.60,Pond,Permanent,Artificial,2011,N/A,
PRPND005,37.62967057,-121.9095985,,377,2.00,74.00,,278.59,Pond,Permanent,Artificial,2012,N/A,
PRPND005,37.62967057,-121.9095985,,377,,51.00,,228.37,Pond,Permanent,Artificial,2012,N/A,
PRPND005,37.62967057,-121.9095985,,377,,68.00,,395.50,Pond,Permanent,Artificial,2013,N/A,
PRPND005,37.62967057,-121.9095985,,377,0.75,65.00,,260.70,Pond,Permanent,Artificial,2013,N/A,
TGIF,37.636306,-121.913061,,446,3.00,142.00,,646.60,Pond,Permanent,Artificial,2009,N/A,
TGIF,37.636306,-121.913061,,446,3.00,100.00,,660.00,Pond,Permanent,Artificial,2009,N/A,
TGIF,37.636306,-121.913061,,446,2.50,112.00,,722.50,Pond,Permanent,Artificial,2010,N/A,
TGIF,37.636306,-121.913061,,446,2.50,195.00,,687.80,Pond,Permanent,Artificial,2010,N/A,
TGIF,37.636306,-121.913061,,446,2.00,98.00,,621.60,Pond,Permanent,Artificial,2011,N/A,
TGIF,37.636306,-121.913061,,446,2.00,167.00,,765.90,Pond,Permanent,Artificial,2011,N/A,
TGIF,37.636306,-121.913061,,446,2.00,94.00,,495.83,Pond,Permanent,Artificial,2012,N/A,
TGIF,37.636306,-121.913061,,446,2.00,96.00,,554.66,Pond,Permanent,Artificial,2012,N/A,
TGIF,37.636306,-121.913061,,446,,106.00,,683.40,Pond,Permanent,Artificial,2013,N/A,
TGIF,37.636306,-121.913061,,446,2.50,89.00,,472.40,Pond,Permanent,Artificial,2013,N/A,
8AMDSP,37.861633,-121.914966,,538,0.30,72.00,,352.20,Pond,Permanent,Natural,2010,N/A,
PRPND009,37.64527893,-121.918319,,441,2.00,157.00,,1463.10,Pond,Permanent,Artificial,2009,N/A,
PRPND009,37.64527893,-121.918319,,441,1.00,98.00,,619.00,Pond,Permanent,Artificial,2009,N/A,
PRPND009,37.64527893,-121.918319,,441,3.00,161.00,,1871.80,Pond,Permanent,Artificial,2010,N/A,
PRPND009,37.64527893,-121.918319,,441,1.50,,,1237.60,Pond,Permanent,Artificial,2010,N/A,
PRPND009,37.64527893,-121.918319,,441,2.00,151.00,,1002.80,Pond,Permanent,Artificial,2010,N/A,
PRPND009,37.64527893,-121.918319,,441,2.00,134.00,,1144.70,Pond,Permanent,Artificial,2011,N/A,
PRPND009,37.64527893,-121.918319,,441,2.00,113.00,,835.90,Pond,Permanent,Artificial,2011,N/A,
PRPND009,37.64527893,-121.918319,,441,5.00,63.00,,918.82,Pond,Permanent,Artificial,2012,N/A,
PRPND009,37.64527893,-121.918319,,441,1.50,74.00,,399.30,Pond,Permanent,Artificial,2012,N/A,
PRPND009,37.64527893,-121.918319,,441,,107.00,,807.82,Pond,Permanent,Artificial,2013,N/A,
PRPND009,37.64527893,-121.918319,,441,1.20,82.00,,524.70,Pond,Permanent,Artificial,2013,N/A,
PRPND010,37.64720844,-121.9192917,,436,3.00,142.00,,1059.10,Pond,Permanent,Artificial,2009,N/A,
PRPND010,37.64720844,-121.9192917,,436,1.00,121.00,,825.60,Pond,Permanent,Artificial,2009,N/A,
PRPND010,37.64720844,-121.9192917,,436,3.00,146.00,,997.60,Pond,Permanent,Artificial,2010,N/A,
PRPND010,37.64720844,-121.9192917,,436,1.00,,,922.50,Pond,Permanent,Artificial,2010,N/A,
PRPND010,37.64720844,-121.9192917,,436,2.00,131.00,,688.70,Pond,Permanent,Artificial,2010,N/A,
PRPND010,37.64720844,-121.9192917,,436,2.00,160.00,,1834.00,Pond,Permanent,Artificial,2011,N/A,
PRPND010,37.64720844,-121.9192917,,436,2.00,131.00,,979.40,Pond,Permanent,Artificial,2011,N/A,
PRPND010,37.64720844,-121.9192917,,436,3.00,129.00,,905.07,Pond,Permanent,Artificial,2012,N/A,
PRPND010,37.64720844,-121.9192917,,436,2.00,132.00,,897.30,Pond,Permanent,Artificial,2012,N/A,
PRPND010,37.64720844,-121.9192917,,436,,113.00,,730.60,Pond,Permanent,Artificial,2013,N/A,
PRPND010,37.64720844,-121.9192917,,436,,96.00,,476.40,Pond,Permanent,Artificial,2013,N/A,
PRPND015,37.658097,-121.928906,,362,1.00,95.00,,275.90,Pond,Temporary,Artificial,2009,N/A,
PRPND015,37.658097,-121.928906,,362,0.15,54.00,,144.90,Pond,Temporary,Artificial,2009,N/A,
PRPND015,37.658097,-121.928906,,362,1.50,91.00,,459.10,Pond,Temporary,Artificial,2010,N/A,
PRPND015,37.658097,-121.928906,,362,0.10,47.00,,125.00,Pond,Temporary,Artificial,2010,N/A,
PRPND015,37.658097,-121.928906,,362,1.50,83.00,,432.60,Pond,Temporary,Artificial,2011,N/A,
PRPND015,37.658097,-121.928906,,362,0.50,59.00,,152.60,Pond,Temporary,Artificial,2011,N/A,
PRPND015,37.658097,-121.928906,,362,1.50,77.00,,324.99,Pond,Temporary,Artificial,2012,N/A,
PRPND015,37.658097,-121.928906,,362,0.10,31.00,,46.34,Pond,Temporary,Artificial,2012,N/A,
PRPND015,37.658097,-121.928906,,362,,83.00,,449.99,Pond,Temporary,Artificial,2013,N/A,
PRPND015,37.658097,-121.928906,,362,2.00,,,19.80,Pond,Temporary,Artificial,2013,N/A,
PRPND014,37.66135714,-121.9315074,,431,2.00,260.00,,3032.60,Pond,Permanent,Artificial,2009,N/A,
PRPND014,37.66135714,-121.9315074,,431,1.50,214.00,,2234.90,Pond,Permanent,Artificial,2009,N/A,
PRPND014,37.66135714,-121.9315074,,431,3.00,236.00,,4115.90,Pond,Permanent,Artificial,2010,N/A,
PRPND014,37.66135714,-121.9315074,,431,2.00,257.00,,3123.30,Pond,Permanent,Artificial,2010,N/A,
PRPND014,37.66135714,-121.9315074,,431,2.00,270.00,,5104.20,Pond,Permanent,Artificial,2011,N/A,
PRPND014,37.66135714,-121.9315074,,431,2.00,254.00,,4286.00,Pond,Permanent,Artificial,2011,N/A,
PRPND014,37.66135714,-121.9315074,,431,2.00,246.00,,3508.20,Pond,Permanent,Artificial,2012,N/A,
PRPND014,37.66135714,-121.9315074,,431,3.00,184.00,,2049.00,Pond,Permanent,Artificial,2012,N/A,
PRPND014,37.66135714,-121.9315074,,431,,207.00,,2896.12,Pond,Permanent,Artificial,2013,N/A,
PRPND014,37.66135714,-121.9315074,,431,0.75,115.00,,955.20,Pond,Permanent,Artificial,2013,N/A,
VPPND006,37.585287,-121.935627,,326,1.50,120.00,,881.50,Pond,Permanent,Artificial,2009,N/A,
VPPND006,37.585287,-121.935627,,326,2.00,,,,Pond,Permanent,Artificial,2009,N/A,
VPPND006,37.585287,-121.935627,,326,1.50,110.00,,939.60,Pond,Permanent,Artificial,2010,N/A,
VPPND006,37.585287,-121.935627,,326,1.50,102.00,,782.10,Pond,Permanent,Artificial,2010,N/A,
VPPND006,37.585287,-121.935627,,326,2.00,124.00,,950.40,Pond,Permanent,Artificial,2011,N/A,
VPPND006,37.585287,-121.935627,,326,2.00,112.00,,851.30,Pond,Permanent,Artificial,2011,N/A,
VPPND006,37.585287,-121.935627,,326,1.50,105.00,,781.10,Pond,Permanent,Artificial,2012,N/A,
VPPND006,37.585287,-121.935627,,326,1.50,96.00,,652.28,Pond,Permanent,Artificial,2012,N/A,
VPPND006,37.585287,-121.935627,,326,,105.00,,631.60,Pond,Permanent,Artificial,2013,N/A,
VPPND006,37.585287,-121.935627,,326,0.50,64.00,,269.20,Pond,Permanent,Artificial,2013,N/A,
Ca-Step,37.63736,-121.93732,,541,,112.00,,712.70,Pond,Permanent,Artificial,2013,N/A,
Ca-Step,37.63736,-121.93732,,541,,91.00,,515.20,Pond,Permanent,Artificial,2013,N/A,
VPPND001,37.578186,-121.939306,,270,1.50,81.00,,544.80,Pond,Temporary,Artificial,2009,N/A,
VPPND001,37.578186,-121.939306,,270,1.50,124.00,,978.50,Pond,Temporary,Artificial,2010,N/A,
VPPND001,37.578186,-121.939306,,270,1.75,85.00,,594.70,Pond,Temporary,Artificial,2010,N/A,
VPPND001,37.578186,-121.939306,,270,1.30,80.00,,435.30,Pond,Temporary,Artificial,2013,N/A,
VPPND001,37.578186,-121.939306,,270,1.00,51.00,,109.60,Pond,Temporary,Artificial,2013,N/A,
PRPND012,37.65705884,-121.9413617,,340,2.00,346.00,,3847.70,Pond,Permanent,Artificial,2009,N/A,
PRPND012,37.65705884,-121.9413617,,340,5.00,271.00,,4130.90,Pond,Permanent,Artificial,2010,N/A,
PRPND012,37.65705884,-121.9413617,,340,3.00,224.00,,3244.60,Pond,Permanent,Artificial,2010,N/A,
PRPND012,37.65705884,-121.9413617,,340,,,,,Pond,Permanent,Artificial,2011,N/A,
PRPND012,37.65705884,-121.9413617,,340,2.00,257.00,,3601.50,Pond,Permanent,Artificial,2011,N/A,
PRPND012,37.65705884,-121.9413617,,340,2.00,203.00,,4351.90,Pond,Permanent,Artificial,2012,N/A,
PRPND012,37.65705884,-121.9413617,,340,2.00,272.00,,3557.80,Pond,Permanent,Artificial,2012,N/A,
PRPND012,37.65705884,-121.9413617,,340,2.70,269.00,,3610.50,Pond,Permanent,Artificial,2013,N/A,
PRPND012,37.65705884,-121.9413617,,340,,179.00,,1558.10,Pond,Permanent,Artificial,2013,N/A,
WestWing,37.63934572,-121.9419164,,495,,230.00,,3400.00,Pond,Permanent,Artificial,2009,N/A,
WestWing,37.63934572,-121.9419164,,495,5.00,348.00,,5464.40,Pond,Permanent,Artificial,2010,N/A,
WestWing,37.63934572,-121.9419164,,495,5.00,251.00,,4603.60,Pond,Permanent,Artificial,2010,N/A,
WestWing,37.63934572,-121.9419164,,495,2.00,264.00,,4888.20,Pond,Permanent,Artificial,2011,N/A,
WestWing,37.63934572,-121.9419164,,495,2.00,251.00,,4645.30,Pond,Permanent,Artificial,2011,N/A,
WestWing,37.63934572,-121.9419164,,495,2.00,269.00,,4734.20,Pond,Permanent,Artificial,2012,N/A,
WestWing,37.63934572,-121.9419164,,495,2.00,270.00,,5033.20,Pond,Permanent,Artificial,2012,N/A,
WestWing,37.63934572,-121.9419164,,495,5.50,256.00,,4322.20,Pond,Permanent,Artificial,2013,N/A,
WestWing,37.63934572,-121.9419164,,495,,244.00,,4069.20,Pond,Permanent,Artificial,2013,N/A,
VPPND003,37.58281,-121.942208,,283,1.25,78.00,,417.60,Pond,Temporary,Artificial,2010,N/A,
VPPND003,37.58281,-121.942208,,283,0.70,81.00,,251.30,Pond,Temporary,Artificial,2010,N/A,
VPPND005,37.589796,-121.944432,,275,0.25,106.00,,342.10,Pond,Permanent,Artificial,2010,N/A,
VPPND005,37.589796,-121.944432,,275,0.30,87.00,,564.20,Pond,Permanent,Artificial,2010,N/A,
VPPND005,37.589796,-121.944432,,275,1.00,67.00,,290.70,Pond,Permanent,Artificial,2013,N/A,
VPPND005,37.589796,-121.944432,,275,1.20,118.00,,519.60,Pond,Permanent,Artificial,2013,N/A,
VPPND004,37.578194,-121.949268,,249,2.00,94.00,,419.10,Pond,Permanent,Artificial,2009,N/A,
VPPND004,37.578194,-121.949268,,249,2.00,137.00,,1020.90,Pond,Permanent,Artificial,2010,N/A,
VPPND004,37.578194,-121.949268,,249,2.00,108.00,,454.70,Pond,Permanent,Artificial,2010,N/A,
VPPND004,37.578194,-121.949268,,249,,114.00,,825.30,Pond,Permanent,Artificial,2013,N/A,
VPPND004,37.578194,-121.949268,,249,,94.00,,549.90,Pond,Permanent,Artificial,2013,N/A,
PRNTHIDK,37.65212,-121.95194,,480,,114.00,,756.70,Pond,Permanent,Artificial,2013,N/A,
PRNTHIDK,37.65212,-121.95194,,480,,82.00,,542.00,Pond,Permanent,Artificial,2013,N/A,
PRNTH1,37.670918,-121.956277,,406,2.00,112.00,,515.00,Pond,Permanent,Artificial,2009,N/A,
PRNTH1,37.670918,-121.956277,,406,1.00,111.00,,675.90,Pond,Permanent,Artificial,2009,N/A,
PRNTH1,37.670918,-121.956277,,406,3.00,133.00,,1054.40,Pond,Permanent,Artificial,2010,N/A,
PRNTH1,37.670918,-121.956277,,406,2.00,,,719.80,Pond,Permanent,Artificial,2010,N/A,
PRNTH1,37.670918,-121.956277,,406,2.00,232.00,,515.80,Pond,Permanent,Artificial,2010,N/A,
PRNTH1,37.670918,-121.956277,,406,2.00,125.00,,949.30,Pond,Permanent,Artificial,2011,N/A,
PRNTH1,37.670918,-121.956277,,406,2.00,117.00,,748.70,Pond,Permanent,Artificial,2011,N/A,
PRNTH1,37.670918,-121.956277,,406,,120.00,,639.15,Pond,Permanent,Artificial,2012,N/A,
PRNTH1,37.670918,-121.956277,,406,2.00,86.00,,404.36,Pond,Permanent,Artificial,2012,N/A,
PRNTH1,37.670918,-121.956277,,406,,111.00,,391.10,Pond,Permanent,Artificial,2013,N/A,
PRNTH1,37.670918,-121.956277,,406,,88.00,,493.90,Pond,Permanent,Artificial,2013,N/A,
PRNTH2,37.671461,-121.956277,,414,1.50,90.00,,590.80,Pond,Semi-permanent,Artificial,2009,N/A,
PRNTH2,37.671461,-121.956277,,414,3.00,97.00,,603.20,Pond,Semi-permanent,Artificial,2009,N/A,
PRNTH2,37.671461,-121.956277,,414,1.00,108.00,,706.10,Pond,Semi-permanent,Artificial,2010,N/A,
PRNTH2,37.671461,-121.956277,,414,1.50,88.00,,438.70,Pond,Semi-permanent,Artificial,2010,N/A,
PRNTH2,37.671461,-121.956277,,414,1.00,99.00,,655.30,Pond,Semi-permanent,Artificial,2011,N/A,
PRNTH2,37.671461,-121.956277,,414,,,,,Pond,Semi-permanent,Artificial,2011,N/A,
PRNTH2,37.671461,-121.956277,,414,1.00,101.00,,560.60,Pond,Semi-permanent,Artificial,2012,N/A,
PRNTH2,37.671461,-121.956277,,414,1.00,85.00,,501.88,Pond,Semi-permanent,Artificial,2012,N/A,
PRNTH2,37.671461,-121.956277,,414,,67.00,,359.70,Pond,Semi-permanent,Artificial,2013,N/A,
PRNTH2,37.671461,-121.956277,,414,,,,,Pond,Semi-permanent,Artificial,2013,N/A,
PRNTHMIT,37.65671,-121.95811,,483,,177.00,,1261.80,Pond,Permanent,Artificial,2013,N/A,
PRNTHMIT,37.65671,-121.95811,,483,,158.00,,12986.00,Pond,Permanent,Artificial,2013,N/A,
PRNTHOWL,37.65944,-121.96001,,481,,69.00,,313.40,Pond,Temporary,Artificial,2013,N/A,
PRNTHOWL,37.65944,-121.96001,,481,0.50,44.00,,103.70,Pond,Temporary,Artificial,2013,N/A,
SVPND002,37.823317,-121.961245,,183,3.00,244.00,,3254.20,Pond,Permanent,Artificial,2010,N/A,
PRNTH3,37.66782,-121.963636,,411,1.00,82.00,,404.40,Pond,Semi-permanent,Artificial,2009,N/A,
PRNTH3,37.66782,-121.963636,,411,1.00,91.00,,606.10,Pond,Semi-permanent,Artificial,2009,N/A,
PRNTH3,37.66782,-121.963636,,411,1.50,100.00,,718.80,Pond,Semi-permanent,Artificial,2010,N/A,
PRNTH3,37.66782,-121.963636,,411,1.00,,,513.70,Pond,Semi-permanent,Artificial,2010,N/A,
PRNTH3,37.66782,-121.963636,,411,0.50,82.00,,301.80,Pond,Semi-permanent,Artificial,2010,N/A,
PRNTH3,37.66782,-121.963636,,411,1.50,98.00,,851.10,Pond,Semi-permanent,Artificial,2011,N/A,
PRNTH3,37.66782,-121.963636,,411,1.00,99.00,,666.00,Pond,Semi-permanent,Artificial,2011,N/A,
PRNTH3,37.66782,-121.963636,,411,1.00,101.00,,637.32,Pond,Semi-permanent,Artificial,2012,N/A,
PRNTH3,37.66782,-121.963636,,411,,92.00,,657.89,Pond,Semi-permanent,Artificial,2012,N/A,
PRNTH3,37.66782,-121.963636,,411,0.30,87.00,,588.60,Pond,Semi-permanent,Artificial,2013,N/A,
PRNTH3,37.66782,-121.963636,,411,,,,,Pond,Semi-permanent,Artificial,2013,N/A,
PRNTH4,37.66308,-121.96712,,468,2.00,128.00,,1141.60,Pond,Permanent,Artificial,2013,N/A,
PRNTH4,37.66308,-121.96712,,468,1.50,98.00,,787.80,Pond,Permanent,Artificial,2013,N/A,
DH2,37.707182,-121.96884,,271,0.50,46.00,,102.20,Pond,Temporary,Artificial,2010,N/A,
DH1,37.707494,-121.96992,,274,0.50,46.00,,139.00,Pond,Temporary,Artificial,2010,N/A,
DH3,37.713237,-121.97549,,261,1.00,182.00,,1759.30,Pond,Temporary,Artificial,2010,N/A,
GDPND002,37.613654,-121.988937,,292,1.50,92.00,,539.00,Pond,Semi-permanent,Artificial,2010,N/A,
GDPND002,37.613654,-121.988937,,292,0.50,77.00,,356.60,Pond,Semi-permanent,Artificial,2010,N/A,
GDPND002,37.613654,-121.988937,,292,1.50,108.00,,560.90,Pond,Semi-permanent,Artificial,2011,N/A,
GDPND002,37.613654,-121.988937,,292,1.00,88.00,,458.50,Pond,Semi-permanent,Artificial,2011,N/A,
GDPND002,37.613654,-121.988937,,292,1.00,63.00,,266.31,Pond,Semi-permanent,Artificial,2012,N/A,
GDPND002,37.613654,-121.988937,,292,0.50,40.00,,96.45,Pond,Semi-permanent,Artificial,2012,N/A,
GDPND002,37.613654,-121.988937,,292,0.75,69.00,,289.00,Pond,Semi-permanent,Artificial,2013,N/A,
GDPND002,37.613654,-121.988937,,292,0.10,20.00,,30.00,Pond,Semi-permanent,Artificial,2013,N/A,
DFPND001,37.878408,-121.996422,,216,2.50,159.00,,1575.50,Pond,Permanent,Artificial,2010,N/A,
GDPND013,37.61872,-121.999159,,255,0.50,,,143.32,Pond,Temporary,Artificial,2010,N/A,
GDPND013,37.61872,-121.999159,,255,0.00,0.00,,0.00,Pond,Temporary,Artificial,2010,N/A,
GDPND013,37.61872,-121.999159,,255,0.25,51.00,,156.80,Pond,Temporary,Artificial,2011,N/A,
GDPND013,37.61872,-121.999159,,255,0.20,42.00,,90.40,Pond,Temporary,Artificial,2011,N/A,
GDPND005,37.622541,-122.000243,,314,1.50,141.00,,884.30,Pond,Permanent,Artificial,2009,N/A,
GDPND005,37.622541,-122.000243,,314,1.00,85.00,,619.00,Pond,Permanent,Artificial,2009,N/A,
GDPND005,37.622541,-122.000243,,314,2.50,113.00,,830.10,Pond,Permanent,Artificial,2010,N/A,
GDPND005,37.622541,-122.000243,,314,3.00,85.00,,457.40,Pond,Permanent,Artificial,2010,N/A,
GDPND005,37.622541,-122.000243,,314,2.00,112.00,,869.40,Pond,Permanent,Artificial,2011,N/A,
GDPND005,37.622541,-122.000243,,314,2.00,93.00,,653.90,Pond,Permanent,Artificial,2011,N/A,
GDPND005,37.622541,-122.000243,,314,2.00,102.00,,758.22,Pond,Permanent,Artificial,2012,N/A,
GDPND005,37.622541,-122.000243,,314,1.00,87.00,,509.47,Pond,Permanent,Artificial,2012,N/A,
GDPND005,37.622541,-122.000243,,314,2.00,94.00,,629.43,Pond,Permanent,Artificial,2013,N/A,
GDPND005,37.622541,-122.000243,,314,,74.00,,466.50,Pond,Permanent,Artificial,2013,N/A,
GDPND004,37.611846,-122.004401,,160,1.00,89.00,,407.70,Pond,Permanent,Artificial,2009,N/A,
GDPND004,37.611846,-122.004401,,160,2.00,68.00,,286.90,Pond,Permanent,Artificial,2010,N/A,
GDPND004,37.611846,-122.004401,,160,1.25,66.00,,329.10,Pond,Permanent,Artificial,2010,N/A,
GDPND004,37.611846,-122.004401,,160,1.50,93.00,,591.30,Pond,Permanent,Artificial,2011,N/A,
GDPND004,37.611846,-122.004401,,160,2.00,92.00,,614.80,Pond,Permanent,Artificial,2011,N/A,
GDPND004,37.611846,-122.004401,,160,,108.00,,601.79,Pond,Permanent,Artificial,2012,N/A,
GDPND004,37.611846,-122.004401,,160,,69.00,,385.79,Pond,Permanent,Artificial,2012,N/A,
GDPND004,37.611846,-122.004401,,160,72.00,84.00,,454.33,Pond,Permanent,Artificial,2013,N/A,
GDPND004,37.611846,-122.004401,,160,1.10,106.00,,846.14,Pond,Permanent,Artificial,2013,N/A,
GDPND006,37.624493,-122.004644,,322,2.90,112.00,,870.90,Pond,Permanent,Artificial,2009,N/A,
GDPND006,37.624493,-122.004644,,322,1.00,,,654.10,Pond,Permanent,Artificial,2009,N/A,
GDPND006,37.624493,-122.004644,,322,2.50,110.00,,863.70,Pond,Permanent,Artificial,2010,N/A,
GDPND006,37.624493,-122.004644,,322,1.50,114.00,,847.60,Pond,Permanent,Artificial,2010,N/A,
GDPND006,37.624493,-122.004644,,322,2.00,101.00,,769.00,Pond,Permanent,Artificial,2011,N/A,
GDPND006,37.624493,-122.004644,,322,2.00,95.00,,600.20,Pond,Permanent,Artificial,2011,N/A,
GDPND006,37.624493,-122.004644,,322,3.00,114.00,,725.13,Pond,Permanent,Artificial,2012,N/A,
GDPND006,37.624493,-122.004644,,322,,86.00,,524.52,Pond,Permanent,Artificial,2012,N/A,
GDPND006,37.624493,-122.004644,,322,,85.00,,563.88,Pond,Permanent,Artificial,2013,N/A,
GDPND006,37.624493,-122.004644,,322,0.10,89.00,,343.80,Pond,Permanent,Artificial,2013,N/A,
GDPND015,37.616342,-122.006985,,131,1.00,94.00,,311.80,Pond,Temporary,Artificial,2010,N/A,
GDPND015,37.616342,-122.006985,,131,0.00,0.00,,0.00,Pond,Temporary,Artificial,2010,N/A,
GDPND015,37.616342,-122.006985,,131,0.50,106.00,,772.40,Pond,Temporary,Artificial,2011,N/A,
GDPND015,37.616342,-122.006985,,131,0.50,91.00,,312.50,Pond,Temporary,Artificial,2011,N/A,
DFPND009,37.872504,-122.011572,,126,1.50,70.00,,259.00,Pond,Semi-permanent,Artificial,2010,N/A,
GDPND014,37.629083,-122.011868,,276,0.60,74.00,,320.60,Pond,Semi-permanent,Artificial,2009,N/A,
GDPND014,37.629083,-122.011868,,276,0.20,68.00,,263.30,Pond,Semi-permanent,Artificial,2009,N/A,
GDPND014,37.629083,-122.011868,,276,2.00,93.00,,413.80,Pond,Semi-permanent,Artificial,2010,N/A,
GDPND014,37.629083,-122.011868,,276,0.50,84.00,,527.90,Pond,Semi-permanent,Artificial,2010,N/A,
GDPND014,37.629083,-122.011868,,276,2.00,74.00,,452.90,Pond,Semi-permanent,Artificial,2011,N/A,
GDPND014,37.629083,-122.011868,,276,1.00,87.00,,416.50,Pond,Semi-permanent,Artificial,2011,N/A,
GDPND014,37.629083,-122.011868,,276,0.30,78.00,,355.74,Pond,Semi-permanent,Artificial,2012,N/A,
GDPND014,37.629083,-122.011868,,276,2.00,53.00,,214.47,Pond,Semi-permanent,Artificial,2012,N/A,
GDPND014,37.629083,-122.011868,,276,0.40,59.00,,286.20,Pond,Semi-permanent,Artificial,2013,N/A,
GDPND014,37.629083,-122.011868,,276,,,,,Pond,Semi-permanent,Artificial,2013,N/A,
GDPND001,37.609228,-122.012123,,52,3.00,129.00,,1051.10,Pond,Permanent,Artificial,2010,N/A,
GDPND001,37.609228,-122.012123,,52,,115.00,,709.60,Pond,Permanent,Artificial,2010,N/A,
GDPND001,37.609228,-122.012123,,52,2.00,141.00,,1163.80,Pond,Permanent,Artificial,2011,N/A,
GDPND001,37.609228,-122.012123,,52,2.00,130.00,,1142.60,Pond,Permanent,Artificial,2011,N/A,
GDPND001,37.609228,-122.012123,,52,2.00,137.00,,1156.10,Pond,Permanent,Artificial,2012,N/A,
GDPND001,37.609228,-122.012123,,52,2.00,137.00,,295.08,Pond,Permanent,Artificial,2012,N/A,
GDPND001,37.609228,-122.012123,,52,72.00,110.00,,803.07,Pond,Permanent,Artificial,2013,N/A,
GDPND001,37.609228,-122.012123,,52,4.50,111.00,,838.90,Pond,Permanent,Artificial,2013,N/A,
GDPND009,37.635227,-122.024623,,125,1.00,352.00,,,Pond,Temporary,Natural,2010,N/A,
GDPND009,37.635227,-122.024623,,125,0.33,106.00,,490.50,Pond,Temporary,Natural,2010,N/A,
GDPND009,37.635227,-122.024623,,125,0.25,152.00,,942.30,Pond,Temporary,Natural,2011,N/A,
GDPND009,37.635227,-122.024623,,125,1.00,149.00,,780.90,Pond,Temporary,Natural,2011,N/A,
GDPND009,37.635227,-122.024623,,125,0.50,147.00,,971.89,Pond,Temporary,Natural,2012,N/A,
GDPND009,37.635227,-122.024623,,125,1.00,132.00,,994.53,Pond,Temporary,Natural,2012,N/A,
GDPND009,37.635227,-122.024623,,125,,151.00,,753.20,Pond,Temporary,Natural,2013,N/A,
GDPND009,37.635227,-122.024623,,125,0.50,128.00,,738.00,Pond,Temporary,Natural,2013,N/A,
GDPND010,37.624696,-122.027212,,100,3.00,522.00,,12117.00,Pond,Permanent,Artificial,2010,N/A,
GDPND010,37.624696,-122.027212,,100,3.00,572.00,,16820.00,Pond,Permanent,Artificial,2010,N/A,
GDPND010,37.624696,-122.027212,,100,2.00,357.00,,10468.40,Pond,Permanent,Artificial,2011,N/A,
GDPND010,37.624696,-122.027212,,100,2.00,438.00,,10819.00,Pond,Permanent,Artificial,2011,N/A,
GDPND010,37.624696,-122.027212,,100,3.00,360.00,,10752.00,Pond,Permanent,Artificial,2012,N/A,
GDPND010,37.624696,-122.027212,,100,5.00,427.00,,11902.00,Pond,Permanent,Artificial,2012,N/A,
GDPND010,37.624696,-122.027212,,100,,473.00,,12.35,Pond,Permanent,Artificial,2013,N/A,
GDPND010,37.624696,-122.027212,,100,,736.00,,20881.00,Pond,Permanent,Artificial,2013,N/A,
5CN1,37.687079,-122.027621,,214,3.00,,,,Pond,Permanent,Artificial,2010,N/A,
5CN1,37.687079,-122.027621,,214,1.75,77.00,,421.90,Pond,Permanent,Artificial,2010,N/A,
5CN1,37.687079,-122.027621,,214,,97.00,,330.12,Pond,Permanent,Artificial,2013,N/A,
5CN1,37.687079,-122.027621,,214,,55.00,,176.40,Pond,Permanent,Artificial,2013,N/A,
5CN2,37.687453,-122.028454,,220,3.00,117.00,,,Pond,Permanent,Artificial,2010,N/A,
